,surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
290,1.0,0.0,38.6,45.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.962319,0.0,0.0,43.0,58.0,1.0,2.94812,0.0,0
291,0.0,0.0,38.9,80.0,44.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,0.0,54.0,6.5,2.0,2.94812,1.0,1
292,0.0,0.0,37.0,66.0,20.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,4.962319,0.0,4.0,35.0,6.9,1.0,2.94812,1.0,1
293,0.0,0.0,38.134448,78.0,24.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,3.0,43.0,62.0,1.0,2.0,2.0,0
294,1.0,0.0,38.5,40.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.962319,2.0,1.0,37.0,67.0,1.0,2.94812,0.0,0
295,0.0,0.0,38.134448,120.0,70.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,4.962319,3.0,4.0,55.0,65.0,1.0,2.94812,2.0,0
296,1.0,0.0,37.2,72.0,24.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,4.962319,3.0,3.0,44.0,24.771077,2.0,3.3,2.0,1
297,0.0,0.0,37.5,72.0,30.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,4.962319,2.0,4.0,60.0,6.8,1.0,2.94812,1.0,1
298,0.0,0.0,36.5,100.0,24.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.962319,3.0,3.0,50.0,6.0,2.0,3.4,0.0,1
299,0.0,0.0,37.2,40.0,20.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,0.0,36.0,62.0,0.0,1.0,2.0,0
300,1.0,0.0,38.5,54.0,20.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,5.9,3.0,1.0,42.0,6.3,1.0,2.94812,0.0,0
301,1.0,0.0,37.6,48.0,36.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,44.0,6.3,0.0,5.0,0.0,0
302,0.0,0.0,37.7,44.0,28.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,4.962319,2.0,4.0,45.0,70.0,2.0,2.0,0.0,1
303,0.0,0.0,37.0,56.0,24.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,4.962319,3.0,4.0,35.0,61.0,2.0,2.0,2.0,0
304,1.0,0.0,38.0,42.0,12.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.962319,3.0,1.0,37.0,5.8,1.0,2.94812,0.0,0
305,0.0,0.0,38.134448,60.0,40.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,4.962319,3.0,4.0,42.0,72.0,1.0,2.94812,0.0,1
306,1.0,0.0,38.4,80.0,60.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,4.962319,0.0,0.0,54.0,6.9,1.0,2.94812,0.0,0
307,1.0,0.0,37.8,48.0,12.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,1.0,4.0,48.0,7.3,0.0,2.94812,0.0,0
308,0.0,0.0,38.0,65.0,40.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,1
309,1.0,0.0,37.9,45.0,36.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,4.962319,2.0,4.0,33.0,5.7,2.0,2.94812,0.0,1
310,1.0,0.0,39.0,84.0,12.0,2.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,7.0,3.0,3.0,62.0,5.9,1.0,2.2,1.0,1
311,1.0,0.0,38.2,60.0,24.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.962319,3.0,3.0,53.0,7.5,1.0,1.4,0.0,0
312,0.0,0.0,38.134448,140.0,30.521886,2.0,0.0,3.0,1.0,4.0,3.0,3.0,0.0,0.0,4.962319,3.0,4.0,30.0,69.0,1.0,2.94812,1.0,0
313,0.0,0.0,37.9,120.0,60.0,2.0,2.0,2.0,0.0,4.0,3.0,3.0,1.0,1.0,7.5,3.0,4.0,52.0,6.6,2.0,1.8,1.0,1
314,1.0,0.0,38.0,72.0,36.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,4.962319,2.0,4.0,38.0,6.8,1.0,2.0,0.0,0
315,1.0,1.0,38.0,92.0,28.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,7.2,3.0,4.0,37.0,6.1,0.0,1.1,0.0,0
316,0.0,0.0,38.3,66.0,30.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,8.5,3.0,4.0,37.0,6.0,1.0,2.94812,0.0,1
317,1.0,0.0,37.5,48.0,24.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.962319,2.0,1.0,43.0,6.0,0.0,2.8,0.0,0
318,0.0,0.0,37.5,88.0,20.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,4.962319,3.0,4.0,35.0,6.4,0.0,2.94812,1.0,1
319,1.0,1.0,38.134448,150.0,60.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,1.0,1
320,0.0,0.0,39.7,100.0,30.0,2.0,0.0,5.0,1.0,3.0,3.0,2.0,0.0,0.0,4.962319,3.0,4.0,65.0,75.0,1.0,2.94812,2.0,1
321,0.0,0.0,38.3,80.0,30.521886,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,4.962319,3.0,3.0,45.0,7.5,1.0,4.6,0.0,1
322,1.0,0.0,37.5,40.0,32.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,4.962319,3.0,4.0,32.0,6.4,0.0,1.1,0.0,1
323,0.0,0.0,38.4,84.0,30.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,6.5,3.0,3.0,47.0,7.5,2.0,2.94812,1.0,1
324,0.0,0.0,38.1,84.0,44.0,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,2.0,5.0,3.0,3.0,60.0,6.8,1.0,5.7,1.0,1
325,1.0,0.0,38.7,52.0,30.521886,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.962319,0.0,2.0,4.0,74.0,1.0,2.94812,0.0,0
326,1.0,0.0,38.1,44.0,40.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,0.0,2.0,35.0,6.8,1.0,2.94812,0.0,0
327,1.0,0.0,38.4,52.0,20.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.962319,2.0,4.0,41.0,63.0,0.0,1.0,0.0,0
328,0.0,0.0,38.2,60.0,30.521886,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.962319,3.0,3.0,43.0,6.2,1.0,3.9,0.0,1
329,1.0,0.0,37.7,40.0,18.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.962319,2.0,2.0,36.0,3.5,1.0,2.94812,0.0,0
330,0.0,0.0,39.1,60.0,10.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.962319,3.0,3.0,45.656798,24.771077,1.0,2.94812,0.0,1
331,1.0,0.0,37.8,48.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,3.0,2.0,43.0,7.5,1.0,2.94812,0.0,0
332,0.0,0.0,39.0,120.0,30.521886,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,8.0,3.0,4.0,65.0,8.2,2.0,4.6,0.0,0
333,0.0,0.0,38.2,76.0,30.521886,1.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,6.0,0.0,4.0,35.0,6.5,1.0,0.9,0.0,1
334,1.0,0.0,38.3,88.0,30.521886,2.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,1.0,0
335,0.0,0.0,38.0,80.0,30.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,6.0,3.0,4.0,48.0,8.3,1.0,4.3,0.0,1
336,0.0,0.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,6.0,3.0,3.0,45.656798,24.771077,1.0,2.94812,1.0,1
337,0.0,0.0,37.6,40.0,30.521886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.962319,0.0,0.0,45.656798,24.771077,1.0,2.1,0.0,1
338,1.0,0.0,37.5,44.0,30.521886,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,4.962319,3.0,4.0,45.0,5.8,1.0,1.4,0.0,0
339,1.0,0.0,38.2,42.0,16.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.962319,0.0,4.0,35.0,60.0,0.0,1.0,0.0,0
340,1.0,0.0,38.0,56.0,44.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,3.0,4.0,47.0,70.0,1.0,1.0,0.0,0
341,1.0,0.0,38.3,45.0,20.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,0
342,0.0,0.0,38.134448,48.0,96.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,4.962319,0.0,3.0,42.0,8.0,0.0,2.94812,0.0,1
343,0.0,0.0,37.7,55.0,28.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,1
344,1.0,0.0,36.0,100.0,20.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,4.962319,3.0,4.0,74.0,5.7,1.0,2.5,2.0,1
345,0.0,0.0,37.1,60.0,20.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,64.0,8.5,1.0,2.94812,0.0,1
346,1.0,0.0,37.1,114.0,40.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,4.962319,3.0,2.0,32.0,24.771077,2.0,6.5,0.0,0
347,0.0,0.0,38.1,72.0,30.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,4.962319,2.0,4.0,37.0,56.0,2.0,1.0,0.0,1
348,0.0,0.0,37.0,44.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.962319,3.0,1.0,40.0,6.7,2.0,8.0,0.0,1
349,0.0,0.0,38.6,48.0,20.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,4.962319,2.0,4.0,37.0,75.0,1.0,2.94812,0.0,1
350,0.0,0.0,38.134448,82.0,72.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,4.962319,3.0,3.0,53.0,65.0,2.0,2.0,2.0,1
351,0.0,1.0,38.2,78.0,60.0,3.0,3.0,5.0,0.0,2.0,2.0,2.0,1.0,0.0,4.962319,0.0,4.0,59.0,5.8,2.0,3.1,1.0,1
352,1.0,0.0,37.8,60.0,16.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,4.962319,2.0,4.0,41.0,73.0,1.0,2.94812,2.0,0
353,0.0,0.0,38.7,34.0,30.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,33.0,69.0,1.0,2.0,2.0,1
354,0.0,0.0,38.134448,36.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.962319,0.0,4.0,44.0,24.771077,1.0,2.94812,0.0,1
355,1.0,0.0,38.3,44.0,60.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,6.4,36.0,1.0,2.94812,0.0,1
356,1.0,0.0,37.4,54.0,18.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,4.962319,3.0,4.0,30.0,7.1,1.0,2.94812,0.0,1
357,0.0,0.0,38.134448,70.75731,30.521886,3.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,4.962319,3.0,4.0,54.0,76.0,2.0,2.0,0.0,1
358,0.0,0.0,36.6,48.0,16.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.962319,3.0,4.0,27.0,56.0,1.0,2.94812,2.0,1
359,0.0,0.0,38.5,90.0,30.521886,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,47.0,79.0,1.0,2.94812,0.0,1
360,0.0,0.0,38.134448,75.0,12.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,1.0,2.0,5.8,3.0,4.0,58.0,8.5,0.0,2.94812,0.0,1
361,1.0,0.0,38.2,42.0,30.521886,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.962319,2.0,1.0,35.0,5.9,1.0,2.94812,0.0,0
362,0.0,1.0,38.2,78.0,60.0,3.0,3.0,5.0,0.0,2.0,2.0,2.0,1.0,0.0,4.962319,0.0,4.0,59.0,5.8,2.0,3.1,1.0,1
363,1.0,0.0,38.6,60.0,30.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,4.962319,3.0,4.0,40.0,6.0,0.0,2.94812,0.0,1
364,1.0,0.0,37.8,42.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.962319,2.0,2.0,36.0,6.2,1.0,2.94812,0.0,0
365,0.0,0.0,38.0,60.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.962319,0.0,3.0,44.0,65.0,2.0,2.0,2.0,1
366,1.0,0.0,38.0,42.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.962319,3.0,0.0,37.0,5.8,1.0,2.94812,0.0,0
367,1.0,0.0,37.6,88.0,36.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,3.0,4.0,44.0,6.0,1.0,2.94812,1.0,1
